Facility Type,Loc Id,ADO,State Id,County,County State,City,Name,Ownership,Use,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,Elevation,Magnetic Variation,Sectional,Tie In FSS Id,Tie In FSS Name,FSS Toll Free Number,Fuel Types,ATCT,UNICOM,CTAF,ICAO Id
AIRPORT,AAA,CHI,IL,LOGAN,IL,LINCOLN,LOGAN COUNTY,PU,PU,040-09-31.3000N,144571.3000N,089-20-06.1000W,0321606.1000W,594.3,00E,CHICAGO,STL,SAINT LOUIS,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAAA
AIRPORT,AAF,ORL,FL,FRANKLIN,FL,APALACHICOLA,APALACHICOLA RGNL-CLEVE RANDOLPH FLD,PU,PU,029-43-39.1800N,107019.1780N,085-01-38.5600W,0306098.5590W,19.6,03W,NEW ORLEANS,GNV,GAINESVILLE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAAF
AIRPORT,AAO,NONE,KS,SEDGWICK,KS,WICHITA,COLONEL JAMES JABARA,PU,PU,037-44-51.2700N,135891.2670N,097-13-16.0200W,0349996.0240W,1420.8,06E,WICHITA,ICT,WICHITA,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAAO
AIRPORT,AAS,MEM,KY,TAYLOR,KY,CAMPBELLSVILLE,TAYLOR COUNTY,PU,PU,037-21-29.8000N,134489.8000N,085-18-33.9000W,0307113.9000W,920.5,05W,ST LOUIS,LOU,LOUISVILLE,1-800-WX-BRIEF,100LL A+,N,122.700,122.700,KAAS
AIRPORT,AAT,SFO,CA,MODOC,CA,ALTURAS,ALTURAS MUNI,PU,PU,041-28-58.3000N,149338.3000N,120-33-55.5000W,0434035.5000W,4378.3,16E,KLAMATH FALLS,RNO,RENO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAAT
AIRPORT,ABE,HAR,PA,LEHIGH,PA,ALLENTOWN,LEHIGH VALLEY INTL,PU,PU,040-39-08.5100N,146348.5060N,075-26-25.4600W,0271585.4610W,393.7,12W,NEW YORK,IPT,WILLIAMSPORT,1-800-WX-BRIEF,100LL A,Y,122.950,,KABE
AIRPORT,ABI,TEX,TX,TAYLOR,TX,ABILENE,ABILENE RGNL,PU,PU,032-24-40.8000N,116680.8000N,099-40-54.8000W,0358854.8000W,1790.6,05E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A A1+,Y,122.950,,KABI
AIRPORT,ABQ,LNM,NM,BERNALILLO,NM,ALBUQUERQUE,ALBUQUERQUE INTL SUNPORT,PU,PU,035-02-20.1500N,126140.1536N,106-36-29.7400W,0383789.7438W,5354.9,11E,ALBUQUERQUE,ABQ,ALBUQUERQUE,1-800-WX-BRIEF,100LL A A1 A1+,Y,122.950,,KABQ
AIRPORT,ABR,DMA,SD,BROWN,SD,ABERDEEN,ABERDEEN RGNL,PU,PU,045-26-48.4700N,163608.4730N,098-25-20.7900W,0354320.7870W,1301.9,07E,TWIN CITIES,HON,HURON,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KABR
AIRPORT,ABY,ATL,GA,DOUGHERTY,GA,ALBANY,SOUTHWEST GEORGIA RGNL,PU,PU,031-32-07.9000N,113527.9000N,084-11-40.1000W,0303100.1000W,196.2,05W,JACKSONVILLE,MCN,MACON,1-800-WX-BRIEF,100LL A,Y,122.950,120.250,KABY
AIRPORT,ACB,DET,MI,ANTRIM,MI,BELLAIRE,ANTRIM COUNTY,PU,PU,044-59-18.8800N,161958.8780N,085-11-54.0500W,0306714.0470W,622.9,05W,GREEN BAY,LAN,LANSING,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KACB
AIRPORT,ACJ,ATL,GA,SUMTER,GA,AMERICUS,JIMMY CARTER RGNL,PU,PU,032-06-38.9000N,115598.9000N,084-11-19.9000W,0303079.9000W,468.4,04W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KACJ
AIRPORT,ACK,NONE,MA,NANTUCKET,MA,NANTUCKET,NANTUCKET MEML,PU,PU,041-15-10.7100N,148510.7102N,070-03-35.6800W,0252215.6811W,47,16W,NEW YORK,BDR,BRIDGEPORT,1-800-WX-BRIEF,100LL A,Y,122.950,118.300,KACK
AIRPORT,ACP,LNM,LA,ALLEN,LA,OAKDALE,ALLEN PARISH,PU,PU,030-45-01.8300N,110701.8310N,092-41-18.5700W,0333678.5670W,107.1,03E,HOUSTON,DRI,DE RIDDER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KACP
AIRPORT,ACQ,DMA,MN,WASECA,MN,WASECA,WASECA MUNI,PU,PU,044-04-24.5000N,158664.5000N,093-33-10.6000W,0336790.5990W,1126.5,02E,OMAHA,PNM,PRINCETON,1-800-WX-BRIEF,100LL MOGAS,N,122.800,122.800,KACQ
AIRPORT,ACT,TEX,TX,MC LENNAN,TX,WACO,WACO RGNL,PU,PU,031-36-43.9000N,113803.9000N,097-13-49.1000W,0350029.1000W,516.1,07E,SAN ANTONIO,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A UL94,Y,122.950,119.300,KACT
AIRPORT,ACV,SFO,CA,HUMBOLDT,CA,ARCATA/EUREKA,CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY,PU,PU,040-58-40.2000N,147520.2000N,124-06-30.5000W,0446790.5000W,222.3,17E,KLAMATH FALLS,OAK,OAKLAND,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KACV
AIRPORT,ACY,HAR,NJ,ATLANTIC,NJ,ATLANTIC CITY,ATLANTIC CITY INTL,PU,PU,039-27-27.3000N,142047.3000N,074-34-37.8000W,0268477.8000W,74.8,10W,WASHINGTON,MIV,MILLVILLE,1-800-WX-BRIEF,100LL A A++,Y,,,KACY
AIRPORT,ACZ,MEM,NC,PENDER,NC,WALLACE,HENDERSON FLD,PU,PU,034-43-04.3000N,124984.3000N,078-00-14.0000W,0280814.0000W,38.1,09W,CHARLOTTE,RDU,RALEIGH,1-800-WX-BRIEF,100LL A1+,N,122.800,122.800,KACZ
AIRPORT,ADC,DMA,MN,OTTER TAIL,MN,WADENA,WADENA MUNI,PU,PU,046-26-59.8000N,167219.8020N,095-12-39.0000W,0342758.9953W,1368,04E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL,N,122.800,122.800,KADC
AIRPORT,ADF,AOK,AR,CLARK,AR,ARKADELPHIA,DEXTER B FLORENCE MEML FLD,PU,PU,034-05-59.3000N,122759.3000N,093-03-57.9000W,0335037.9000W,181.5,02E,MEMPHIS,JBR,JONESBORO,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KADF
AIRPORT,ADG,DET,MI,LENAWEE,MI,ADRIAN,LENAWEE COUNTY,PU,PU,041-52-03.4900N,150723.4920N,084-04-38.3000W,0302678.3010W,802.2,06W,DETROIT,LAN,LANSING,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KADG
AIRPORT,ADH,AOK,OK,PONTOTOC,OK,ADA,ADA RGNL,PU,PU,034-48-15.3400N,125295.3431N,096-40-16.3200W,0348016.3191W,1015.9,03E,DALLAS-FT WORTH,MLC,MC ALESTER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KADH
AIRPORT,ADM,AOK,OK,CARTER,OK,ARDMORE,ARDMORE MUNI,PU,PU,034-18-13.9400N,123493.9444N,097-01-14.1500W,0349274.1506W,776.7,06E,DALLAS-FT WORTH,MLC,MC ALESTER,1-800-WX-BRIEF,100LL A,Y,122.950,118.500,KADM
AIRPORT,ADS,TEX,TX,DALLAS,TX,DALLAS,ADDISON,PU,PU,032-58-06.8000N,118686.8000N,096-50-11.2000W,0348611.2000W,644.6,03E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A,Y,122.950,126.000,KADS
AIRPORT,ADT,NONE,KS,RAWLINS,KS,ATWOOD,ATWOOD-RAWLINS COUNTY CITY-COUNTY,PU,PU,039-50-25.2200N,143425.2186N,101-02-32.9400W,0363752.9385W,2990.7,06E,WICHITA,ICT,WICHITA,1-800-WX-BRIEF,100LL,N,122.700,122.700,KADT
AIRPORT,ADU,NONE,IA,AUDUBON,IA,AUDUBON,AUDUBON COUNTY,PU,PU,041-42-05.5000N,150125.5000N,094-55-13.6000W,0341713.6000W,1287.7,04E,OMAHA,FOD,FORT DODGE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KADU
AIRPORT,AEG,LNM,NM,BERNALILLO,NM,ALBUQUERQUE,DOUBLE EAGLE II,PU,PU,035-08-41.6700N,126521.6740N,106-47-42.6300W,0384462.6260W,5837.4,11E,ALBUQUERQUE,ABQ,ALBUQUERQUE,1-800-WX-BRIEF,100LL A1,Y,,120.150,KAEG
AIRPORT,AEJ,DEN,CO,CHAFFEE,CO,BUENA VISTA,CENTRAL COLORADO RGNL,PU,PU,038-48-51.1000N,139731.1000N,106-07-14.2000W,0382034.2000W,7950.4,11E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAEJ
AIRPORT,AEL,DMA,MN,FREEBORN,MN,ALBERT LEA,ALBERT LEA MUNI,PU,PU,043-40-52.7300N,157252.7313N,093-22-05.3300W,0336125.3341W,1261,01E,OMAHA,PNM,PRINCETON,1-800-WX-BRIEF,100LL A MOGAS,N,123.000,123.000,KAEL
AIRPORT,AEX,LNM,LA,RAPIDES,LA,ALEXANDRIA,ALEXANDRIA INTL,PU,PU,031-19-38.5400N,112778.5380N,092-32-54.8000W,0333174.8010W,88.1,03E,HOUSTON,DRI,DE RIDDER,1-800-WX-BRIEF,100 A MOGAS,Y,,127.350,KAEX
AIRPORT,AFJ,HAR,PA,WASHINGTON,PA,WASHINGTON,WASHINGTON COUNTY,PU,PU,040-08-11.3000N,144491.3000N,080-17-24.7000W,0289044.7000W,1183.9,08W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,100LL A A+,N,122.975,122.975,KAFJ
AIRPORT,AFK,NONE,NE,OTOE,NE,NEBRASKA CITY,NEBRASKA CITY MUNI,PU,PU,040-36-23.5000N,146183.5000N,095-52-00.0000W,0345120.0000W,1165,05E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAFK
AIRPORT,AFN,NONE,NH,CHESHIRE,NH,JAFFREY,JAFFREY/SILVER RANCH,PR,PU,042-48-18.4800N,154098.4830N,072-00-10.8800W,0259210.8790W,1039.5,14W,NEW YORK,BGR,BANGOR,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAFN
AIRPORT,AFO,DEN,WY,LINCOLN,WY,AFTON,AFTON MUNI,PU,PU,042-42-31.5700N,153751.5740N,110-56-31.8200W,0399391.8160W,6220.9,14E,SALT LAKE CITY,CPR,CASPER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAFO
AIRPORT,AFP,MEM,NC,ANSON,NC,WADESBORO,ANSON COUNTY/JEFF CLOUD FLD,PU,PU,035-01-14.3000N,126074.2960N,080-04-37.6200W,0288277.6230W,299.7,07W,CHARLOTTE,RDU,RALEIGH,1-800-WX-BRIEF,100LL A1+,N,122.800,122.800,KAFP
AIRPORT,AFW,TEX,TX,TARRANT,TX,FORT WORTH,FORT WORTH ALLIANCE,PU,PU,032-59-25.3900N,118765.3890N,097-19-09.9900W,0350349.9860W,723,04E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A1+,Y,,,KAFW
AIRPORT,AGC,HAR,PA,ALLEGHENY,PA,PITTSBURGH,ALLEGHENY COUNTY,PU,PU,040-21-15.9800N,145275.9755N,079-55-44.5700W,0287744.5680W,1251.5,09W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,100LL A A+,Y,122.950,,KAGC
AIRPORT,AGO,AOK,AR,COLUMBIA,AR,MAGNOLIA,RALPH C WEISER FLD,PU,PU,033-13-38.9000N,119618.9000N,093-13-01.2000W,0335581.2000W,319.4,01E,MEMPHIS,JBR,JONESBORO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAGO
AIRPORT,AGS,ATL,GA,RICHMOND,GA,AUGUSTA,AUGUSTA RGNL AT BUSH FLD,PU,PU,033-22-11.8000N,120131.8000N,081-57-52.2000W,0295072.2000W,145.7,04W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100LL A,Y,122.950,118.700,KAGS
AIRPORT,AGZ,DMA,SD,CHARLES MIX,SD,WAGNER,WAGNER MUNI,PU,PU,043-03-51.0000N,155030.9981N,098-17-46.9800W,0353866.9755W,1477.5,04E,OMAHA,HON,HURON,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAGZ
AIRPORT,AHH,CHI,WI,POLK,WI,AMERY,AMERY MUNI,PU,PU,045-16-52.1300N,163012.1340N,092-22-31.4100W,0332551.4120W,1087.9,01E,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAHH
AIRPORT,AHN,ATL,GA,CLARKE,GA,ATHENS,ATHENS/BEN EPPS,PU,PU,033-56-55.1100N,122215.1050N,083-19-33.2900W,0299973.2910W,812.2,06W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100LL A A1,Y,122.950,126.300,KAHN
AIRPORT,AHQ,NONE,NE,SAUNDERS,NE,WAHOO,WAHOO MUNI,PU,PU,041-14-26.1900N,148466.1890N,096-35-40.4000W,0347740.3980W,1223.7,06E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAHQ
AIRPORT,AIA,NONE,NE,BOX BUTTE,NE,ALLIANCE,ALLIANCE MUNI,PU,PU,042-03-11.6000N,151391.6000N,102-48-13.5000W,0370093.5000W,3930.6,07E,CHEYENNE,OLU,COLUMBUS,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KAIA
AIRPORT,AIB,DEN,CO,MONTROSE,CO,NUCLA,HOPKINS FLD,PU,PU,038-14-20.4100N,137660.4080N,108-33-46.1000W,0390826.1040W,5945.1,11E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAIB
AIRPORT,AID,CHI,IN,MADISON,IN,ANDERSON,ANDERSON MUNI-DARLINGTON FLD,PU,PU,040-06-31.0000N,144391.0000N,085-36-46.8000W,0308206.8000W,919.1,03W,CHICAGO,HUF,TERRE HAUTE,1-800-WX-BRIEF,100LL A MOGAS,Y,122.950,126.000,KAID
AIRPORT,AIG,CHI,WI,LANGLADE,WI,ANTIGO,LANGLADE COUNTY,PU,PU,045-09-14.2200N,162554.2189N,089-06-38.2200W,0320798.2203W,1523,02W,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAIG
AIRPORT,AIK,ATL,SC,AIKEN,SC,AIKEN,AIKEN RGNL,PU,PU,033-38-57.8000N,121137.8000N,081-41-06.1000W,0294066.1000W,528.5,06W,CHARLOTTE,AND,ANDERSON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAIK
AIRPORT,AIO,NONE,IA,CASS,IA,ATLANTIC,ATLANTIC MUNI,PU,PU,041-24-13.8000N,149053.8000N,095-02-55.5000W,0342175.5000W,1164.9,04E,OMAHA,FOD,FORT DODGE,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAIO
AIRPORT,AIT,DMA,MN,AITKIN,MN,AITKIN,AITKIN MUNI/STEVE KURTZ FLD,PU,PU,046-32-54.4600N,167574.4630N,093-40-35.8800W,0337235.8758W,1206,00E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL A,N,123.050,123.050,KAIT
AIRPORT,AIV,JAN,AL,PICKENS,AL,ALICEVILLE,GEORGE DOWNER,PU,PU,033-06-24.2800N,119184.2800N,088-11-49.8300W,0317509.8300W,150,02W,MEMPHIS,ANB,ANNISTON,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAIV
AIRPORT,AIZ,NONE,MO,MILLER,MO,KAISER/LAKE OZARK,LEE C FINE MEML,PU,PU,038-05-45.7000N,137145.7000N,092-32-58.1000W,0333178.1000W,868.9,00E,KANSAS CITY,COU,COLUMBIA,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAIZ
AIRPORT,AJG,CHI,IL,LAWRENCE,IL,MOUNT CARMEL,MOUNT CARMEL MUNI,PU,PU,038-36-23.5000N,138983.5000N,087-43-36.1000W,0315816.1000W,429.4,02W,ST LOUIS,STL,SAINT LOUIS,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAJG
AIRPORT,AJO,LAX,CA,RIVERSIDE,CA,CORONA,CORONA MUNI,PU,PU,033-53-51.5500N,122031.5547N,117-36-08.7800W,0423368.7831W,533,14E,LOS ANGELES,RAL,RIVERSIDE,1-800-WX-BRIEF,100LL,N,122.700,122.700,KAJO
AIRPORT,AJR,ATL,GA,HABERSHAM,GA,CORNELIA,HABERSHAM COUNTY,PU,PU,034-29-59.4700N,124199.4660N,083-33-23.9900W,0300803.9930W,1447.9,06W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100LL A+,N,122.700,122.700,KAJR
AIRPORT,AJZ,DEN,CO,DELTA,CO,DELTA,BLAKE FLD,PU,PU,038-47-08.1700N,139628.1720N,108-03-43.2500W,0389023.2490W,5193.1,10E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAJZ
AIRPORT,AKH,MEM,NC,GASTON,NC,GASTONIA,GASTONIA MUNI,PU,PU,035-12-09.4400N,126729.4430N,081-08-59.5500W,0292139.5530W,797.8,06W,CHARLOTTE,RDU,RALEIGH,1-800-WX-BRIEF,100LL A1+,N,123.000,123.000,KAKH
AIRPORT,AKO,DEN,CO,WASHINGTON,CO,AKRON,COLORADO PLAINS RGNL,PU,PU,040-10-32.3000N,144632.3000N,103-13-19.3000W,0371599.3000W,4716,10E,CHEYENNE,DEN,DENVER,1-800-WX-BRIEF,100LL A1,N,122.800,122.800,KAKO
AIRPORT,AKQ,DCA,VA,SUSSEX,VA,WAKEFIELD,WAKEFIELD MUNI,PU,PU,036-59-14.0000N,133154.0000N,077-00-04.1000W,0277204.1000W,111.4,11W,WASHINGTON,DCA,LEESBURG,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAKQ
AIRPORT,AKR,DET,OH,SUMMIT,OH,AKRON,AKRON FULTON INTL,PU,PU,041-02-15.0000N,147735.0000N,081-28-00.9000W,0293280.9000W,1067.5,07W,DETROIT,CLE,CLEVELAND,1-800-WX-BRIEF,100LL A,N,123.075,123.075,KAKR
AIRPORT,ALB,NYC,NY,ALBANY,NY,ALBANY,ALBANY INTL,PU,PU,042-44-56.8200N,153896.8180N,073-48-07.1300W,0265687.1280W,284.8,13W,NEW YORK,BTV,BURLINGTON,1-800-WX-BRIEF,100LL A,Y,122.950,,KALB
AIRPORT,ALI,TEX,TX,JIM WELLS,TX,ALICE,ALICE INTL,PU,PU,027-44-27.2000N,099867.2000N,098-01-37.0000W,0352897.0000W,178.2,06E,BROWNSVILLE,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KALI
AIRPORT,ALM,LNM,NM,OTERO,NM,ALAMOGORDO,ALAMOGORDO-WHITE SANDS RGNL,PU,PU,032-50-21.9000N,118221.9000N,105-59-28.1000W,0381568.1000W,4199.9,08E,ALBUQUERQUE,ABQ,ALBUQUERQUE,1-800-WX-BRIEF,100LL A1+,N,122.800,122.800,KALM
AIRPORT,ALN,CHI,IL,MADISON,IL,ALTON/ST LOUIS,ST LOUIS RGNL,PU,PU,038-53-23.7000N,140003.7000N,090-02-45.6000W,0324165.6000W,543.5,01W,ST LOUIS,STL,SAINT LOUIS,1-800-WX-BRIEF,100LL A,Y,122.950,126.000,KALN
AIRPORT,ALO,NONE,IA,BLACK HAWK,IA,WATERLOO,WATERLOO RGNL,PU,PU,042-33-30.4200N,153210.4170N,092-24-03.6800W,0332643.6840W,873,00E,CHICAGO,FOD,FORT DODGE,1-800-WX-BRIEF,100LL A,Y,122.950,125.075,KALO
AIRPORT,ALS,DEN,CO,ALAMOSA,CO,ALAMOSA,SAN LUIS VALLEY RGNL/BERGMAN FLD,PU,PU,037-26-06.4500N,134766.4500N,105-52-04.3500W,0381124.3510W,7539.8,09E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KALS
AIRPORT,ALW,SEA,WA,WALLA WALLA,WA,WALLA WALLA,WALLA WALLA RGNL,PU,PU,046-05-33.1500N,165933.1500N,118-17-02.7000W,0425822.6970W,1194.4,20E,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,100LL A,Y,122.950,118.500,KALW
AIRPORT,ALX,JAN,AL,TALLAPOOSA,AL,ALEXANDER CITY,THOMAS C RUSSELL FLD,PU,PU,032-54-53.1000N,118493.1000N,085-57-46.6000W,0309466.6000W,685.8,04W,ATLANTA,ANB,ANNISTON,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KALX
AIRPORT,AMA,TEX,TX,POTTER,TX,AMARILLO,RICK HUSBAND AMARILLO INTL,PU,PU,035-13-09.7000N,126789.7000N,101-42-21.3000W,0366141.3000W,3606.7,08E,DALLAS-FT WORTH,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A1+,Y,122.950,118.300,KAMA
AIRPORT,AMG,ATL,GA,BACON,GA,ALMA,BACON COUNTY,PU,PU,031-32-09.8100N,113529.8080N,082-30-23.5900W,0297023.5920W,199.8,06W,JACKSONVILLE,MCN,MACON,1-800-WX-BRIEF,100LL A+,N,122.700,122.700,KAMG
AIRPORT,AMN,DET,MI,GRATIOT,MI,ALMA,GRATIOT COMMUNITY,PU,PU,043-19-19.7100N,155959.7110N,084-41-16.5800W,0304876.5790W,754.1,05W,DETROIT,LAN,LANSING,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KAMN
AIRPORT,AMT,DET,OH,ADAMS,OH,WEST UNION,ALEXANDER SALAMON,PU,PU,038-51-06.0200N,139866.0210N,083-33-57.6300W,0300837.6260W,896,04W,CINCINNATI,DAY,DAYTON,1-800-WX-BRIEF,,N,122.800,122.800,KAMT
AIRPORT,AMW,NONE,IA,STORY,IA,AMES,AMES MUNI,PU,PU,041-59-31.3600N,151171.3570N,093-37-18.5500W,0337038.5550W,955.6,03E,OMAHA,FOD,FORT DODGE,1-800-WX-BRIEF,100 A,N,122.700,122.700,KAMW
AIRPORT,ANB,JAN,AL,CALHOUN,AL,ANNISTON,ANNISTON RGNL,PU,PU,033-35-17.4000N,120917.4000N,085-51-29.2000W,0309089.2000W,612,04W,ATLANTA,ANB,ANNISTON,1-800-WX-BRIEF,100LL A,N,123.000,123.600,KANB
AIRPORT,AND,ATL,SC,ANDERSON,SC,ANDERSON,ANDERSON RGNL,PU,PU,034-29-40.5000N,124180.5000N,082-42-33.8000W,0297753.8000W,781.9,05W,ATLANTA,AND,ANDERSON,1-800-WX-BRIEF,100LL A,N,,123.600,KAND
AIRPORT,ANE,DMA,MN,ANOKA,MN,MINNEAPOLIS,ANOKA COUNTY/BLAINE (JANES FLD),PU,PU,045-08-41.6000N,162521.6000N,093-12-36.7000W,0335556.7000W,912.2,02E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL A,Y,122.950,132.400,KANE
AIRPORT,ANJ,DET,MI,CHIPPEWA,MI,SAULT STE MARIE,SAULT STE MARIE MUNI/SANDERSON FLD,PU,PU,046-28-45.2000N,167325.2000N,084-22-06.2000W,0303726.2000W,716.4,07W,LAKE HURON,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A A+,N,122.700,122.700,KANJ
AIRPORT,ANK,DEN,CO,CHAFFEE,CO,SALIDA,SALIDA/HARRIETT ALEXANDER FLD,PU,PU,038-32-17.8000N,138737.8000N,106-02-55.0000W,0381775.0000W,7523,09E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A+,N,122.700,122.700,KANK
AIRPORT,ANP,DCA,MD,ANNE ARUNDEL,MD,ANNAPOLIS,LEE,PR,PU,038-56-34.3600N,140194.3600N,076-34-06.2400W,0275646.2370W,34.2,10W,WASHINGTON,DCA,LEESBURG,1-800-WX-BRIEF,100LL,N,,122.900,KANP
AIRPORT,ANQ,CHI,IN,STEUBEN,IN,ANGOLA,TRI-STATE STEUBEN COUNTY,PU,PU,041-38-22.9100N,149902.9140N,085-05-00.5800W,0306300.5760W,995,05W,CHICAGO,HUF,TERRE HAUTE,1-800-WX-BRIEF,100LL A,N,123.075,123.075,KANQ
AIRPORT,ANW,NONE,NE,BROWN,NE,AINSWORTH,AINSWORTH RGNL,PU,PU,042-34-45.2000N,153285.2000N,099-59-34.7000W,0359974.7000W,2588.7,06E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KANW
AIRPORT,ANY,NONE,KS,HARPER,KS,ANTHONY,ANTHONY MUNI,PU,PU,037-09-35.6300N,133775.6350N,098-04-46.3000W,0353086.2950W,1343.1,05E,WICHITA,ICT,WICHITA,1-800-WX-BRIEF,100LL,N,122.800,122.800,KANY
AIRPORT,AOC,HLN,ID,BUTTE,ID,ARCO,ARCO-BUTTE COUNTY,PU,PU,043-36-12.7000N,156972.7000N,113-20-03.3000W,0408003.3000W,5335.4,15E,SALT LAKE CITY,BOI,BOISE,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAOC
AIRPORT,AOH,DET,OH,ALLEN,OH,LIMA,LIMA ALLEN COUNTY,PU,PU,040-42-26.9200N,146546.9207N,084-01-37.4800W,0302497.4810W,975.3,06W,DETROIT,DAY,DAYTON,1-800-WX-BRIEF,100LL A1+,N,122.700,122.700,KAOH
AIRPORT,AOO,HAR,PA,BLAIR,PA,ALTOONA,ALTOONA/BLAIR COUNTY,PU,PU,040-17-46.9000N,145066.9000N,078-19-12.1000W,0281952.1000W,1503.4,10W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,100LL A,N,123.000,123.600,KAOO
AIRPORT,AOV,NONE,MO,DOUGLAS,MO,AVA,AVA BILL MARTIN MEML,PU,PU,036-58-18.7900N,133098.7940N,092-40-55.0000W,0333655.0050W,1311,02E,KANSAS CITY,COU,COLUMBIA,1-800-WX-BRIEF,100LL,N,122.700,122.700,KAOV
AIRPORT,APA,DEN,CO,ARAPAHOE,CO,DENVER,CENTENNIAL,PU,PU,039-34-12.4300N,142452.4270N,104-50-57.4600W,0377457.4550W,5884.9,08E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A,Y,122.950,,KAPA
AIRPORT,APC,SFO,CA,NAPA,CA,NAPA,NAPA COUNTY,PU,PU,038-12-47.4800N,137567.4810N,122-16-50.4700W,0440210.4740W,35.5,15E,SAN FRANCISCO,OAK,OAKLAND,1-800-WX-BRIEF,100LL A,Y,122.950,118.700,KAPC
AIRPORT,APF,ORL,FL,COLLIER,FL,NAPLES,NAPLES MUNI,PU,PU,026-09-08.7900N,094148.7869N,081-46-32.3000W,0294392.3011W,8.3,03W,MIAMI,MIA,MIAMI,1-800-WX-BRIEF,100LL A A+,Y,,128.500,KAPF
AIRPORT,APN,DET,MI,ALPENA,MI,ALPENA,ALPENA COUNTY RGNL,PU,PU,045-04-41.1000N,162281.1000N,083-33-37.1000W,0300817.1000W,689.5,07W,LAKE HURON,LAN,LANSING,1-800-WX-BRIEF,100LL A,Y,122.950,121.350,KAPN
AIRPORT,APS,LNM,LA,ST JOHN THE BAPTIST,LA,RESERVE,PORT OF SOUTH LOUISIANA EXEC RGNL,PU,PU,030-05-14.9000N,108314.9000N,090-34-58.2000W,0326098.2000W,6.5,01W,NEW ORLEANS,DRI,DE RIDDER,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAPS
